iso	alternate names	affiliation	affiliation-HH	country	dialects	language status	language use	location	population numeric	typology	writing
lkh	Tshangkha	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central, Southern	Sino-Tibetan, Bodic, Bodish, Central-East Bodish, Central Bodish	Bhutan	NA	6b (Threatened).	NA	NA	8000	NA	Unwritten.
lki	Alaki, Leki	Indo-European, Indo-Iranian, Iranian, Western, Northwestern, Kurdish	Indo-European, Indo-Iranian, Iranian, Western Iranian, Northwestern Iranian, Kermanic, Kurdish	Iran	Lexical similarity70% with Iranian Persian [pes], 78% with Luristani (Khorramabadi), 69% with Northern Luri [lrc] (central rural dialects).	6a (Vigorous).	Vigorous. Home. All ages. Positive attitudes. Also use Northern Luri [lrc] or Iranian Persian [pes].	Ilam Province, western Lorestan, Aleshtar, Kuhdasht, Nurabad-e Dolfan, and Khorramabad.	1000000	NA	Arabic script.
lkj	Milikin, Millikin	Austronesian, Malayo-Polynesian, Malayo-Chamic, Malayic, Ibanic	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Malayo-Sumbawan, North and East Malayo-Sumbawan, Malayic, Nuclear Malayic, Ibanic	Malaysia (Peninsular)	NA	6b (Threatened).	Strong identity centered around the Remun isolect. All ages. Also use Iban [iba], Local Malay [zlm], English [eng], or Bukar Sadung [sdo]. Attitudes toward Iban [iba] and Local Malay [zlm] go from indifferent to unfriendly.	Sarawak, Serian district, Kuching division, southeast of Serian to Balai Ringin. 13 villages.	3500	NA	Unwritten.
lkl	Laeko, Laeko-Limbuat	Torricelli, Maimai, Laeko-Libuat	Nuclear_Torricelli	Papua New Guinea	NA	6a (Vigorous).	NA	Sandaun Province, Torricelli mountains, west of Mehek.	720	NA	NA
lkm	Kalamaia, Karlamay, Karlamayi	Australian, Pama-Nyungan, South-West	Pama-Nyungan, South-West Pama-Nyungan, Mirning	Australia	NA	10 (Extinct).	NA	Victoriaat Boorabbin and Southern Cross; east to Bullabull-ing, north to Youanmi, Lake Barlee, and Pigeon Rocks; west to Burracoppin, Mukinbudin, Kalannie, and Lake Moore; south to about Mount Holland in the Parker range.	0	NA	NA
lkn	Lakona, Lakona Bay, West Gaua	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, North and Central Vanuatu, Northern Vanuatu, Torres-Banks linkage	Vanuatu	Qatareu, Togla, Vure.	4 (Educational).	Endangered (2000 D. Tryon). Vure dialect has about 60 speakers, Qatareu and Togla dialects have 1 speaker each. Entire ethnic group speaks Lakon. Most key domains. All children speak Lakon. Positive attitudes. Also use Bislama [bis], some English [eng].	Banks Group, Gaua island.	700	NA	NA
lko	Khayo, Xaayo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Masaba-Luyia (E.341)	Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, Greater Luyia, Luyia, Saamia-Wanga-Bukusu, Saamia-Wanga, Western Luyia	Kenya	Similar to Olumarachi [lri].	4 (Educational).	All domains. Also use Kiswahili [swh], English [eng], or Oluluyia [luy] varieties.	Western Province, Busia district.	125000	NA	NA
lkr	Lokoro	Nilo-Saharan, Eastern Sudanic, Nilotic, Western, Luo, Northern, Unclassified	Nilotic, Western Nilotic, Luo-Burun, Northern Lwoo	Sudan	NA	5 (Developing).	All domains. All ages. Positive attitudes.	East Equatoria State, Lafon county, in Jebel Lafon, Bura, Pucwaa, Pugari, Kor, Angulumeere, and Wiatuo villages.	28000	NA	Latin script.
lks	Kisa	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Masaba-Luyia (E.32)	Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, Greater Luyia, Luyia, Saamia-Wanga-Bukusu, Saamia-Wanga, Central Luyia	Kenya	Similar to Olumarama [lrm].	4 (Educational).	All domains. Also use Kiswahili [swh], English [eng], or other Oluluyia [luy] varieties.	Western Province, Butere-Mumias district.	137000	NA	NA
lkt	Lakhota, Lakotiyapi, Teton	Siouan-Catawban, Siouan, Mississippi Valley-Ohio Valley Siouan, Mississippi Valley Siouan, Dakota	Siouan, Core Siouan, Mississippi Valley-Ohio Valley Siouan, Mississippi Valley, Dakotaic	Canada, United States	Brul\'e.	6b (Threatened).	Teaching programs at every level, preschool through university. Substantial Lakota language program developed at Sinte Gleska College on the Rosebud Reservation. Courses offered in several American colleges and universities (2007). Also use English [eng].	South Dakota, Cheyenne River, Lower Brule, Pine Ridge, Rosebud, Sisseton, and Southern Standing Rock reservations; substantial off-reservation communities particularly in Rapid City, Minneapolis, and other urban centers in the upper Midwest. Also in Canada.	6000	NA	Latin script.
lku	Koongerri, Koonkerri, Kungeri, Kunggari, Mokaburra, Tarawalla, Torra-burri, Yangeeberra, Yankibura	Australian, Pama-Nyungan, Karnic	NA	Australia	NA	10 (Extinct).	NA	QueenslandThomson and Cooper (Barcoo) rivers, Jundah; Westland, Longreach; Avington, Blackall, Terrick Terrick; Grey range, Cheviot range, Powell creek, Welford.	0	NA	NA
lky	Ellyria, Koyo, Loirya, Lokoiya, Lokoja, Loquia, Lowoi, Oirya, Owoi, Oxoriok	Nilo-Saharan, Eastern Sudanic, Nilotic, Eastern, Lotuxo-Teso, Lotuxo-Maa, Lotuxo	Nilotic, Eastern Nilotic, Teso-Lotuxo-Maa, Lotuxo-Maa, Lotuxo	Sudan	Lexical similarity64% with Otuho [lot], 57% with Lopit [lpx], 56% with Dongotono [ddd].	6b (Threatened).	Bilingual in Otuho [lot].	East Equatoria State, Longairo and Okaru; Central Equatorial State, Juba county, Ngangala and Liria.	12400	NA	Unwritten.
lla	Gworam	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Waja-Jen, Yungur, Yungur-Roba	Atlantic-Congo, Volta-Congo, North Volta-Congo, Gur, Central Gur, Waja-Jen, Bena-Mboi, Bena, Yungur-Voro	Nigeria	Ebode, Lala (Lalla), Roba (Robba).	6a (Vigorous).	Also use Fulfulde [fuv], Ga'anda [gqa], or Hausa [hau].	Adamawa State, Gombi LGA; Borno State.	46000	NA	NA
llb	Ilolo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, P, Makua (P.30)	Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Southern Bantu-Makua, Sotho-Makua-Venda, Sotho-Makua, North Mozambique Bantu, Chuwaboic	Mozambique	May be a dialect of Lomwe [ngl] or Makhuwa [vmw]. Similar to Takwane [tke].	5 (Developing).	NA	Western Zambezia Province.	162000	NA	Latin script.
llc	NA	Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Mokole	Mande, Western Mande, Manding-Kpelle, Central Mande, Manding-Jogo, Manding-Vai, Manding-Mokole, Nuclear Mokole	Guinea	Kassadou Lele (South Lele), Kounte Lele (Central Lele), Tangalto Lele (East Lele), Yombiro Lele (North Lele). Kassadou cannot understand Tangalto. Lexical similarity55% with Eastern Maninkakan [emk] and Mogofin [mfg], 73% with Kuranko [knk] of Sierra Leone.	6a (Vigorous).	Positive attitudes.	West and southwest of Kissidou, Mato river west. Main centers are Yombiro, Tangalto, and Kassadou.	23000	NA	Latin script.
lld	Dolomite, Rhaeto-Romance	Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Rhaetian, Rhaetian	Indo-European, Italic, Latino-Faliscan, Romance, Italo-Western Romance, Western Romance, Shifted Western Romance, Northwestern Shifted Romance, Gallo-Rhaetian	United States, Italy	"Ampezzano, Atesino, Badiotto (Gadertalisch), Cadorino, Fassano, Gardenese (Gr\""odnerisch, Gr\""udno), Livinallese, Marebbano (Ennebergisch), Nones (Nones Blot, Nonese, Nonesh, Parlata Trentina)."	6b (Threatened).	Some children learn it but stop using it at school age (2007). Positive attitudes. Also use German [deu] or Italian [ita].	"South Tyrol (German S\""udtirol, Italian Alto Adige), Bolzano autonomous province, Gherd\""eina Valley, (Italian Val Gardena, German Gr\""odnertal); Badia Valley (Italian Val Badia, German Gadertal); Trento (Trient) autonomous province, Trentino, in Fascia Valley (Italian Val di Fassa, German Fassatal); Belluno province, Fodom (Italian Livinallongo, German Buchenstein); Anpezo (Italian Ampezzo, Cortina d'Ampezzo area). Also in United States."	20000	NA	Latin script.
lle	Elu-Kara, Hai, Lele Hai, Manus, Moanus, Usiai	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern, Manus, East	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern Admiralty Islands, Manus, East Manus, Koro-Lele-Nali-Titan	Papua New Guinea	Sabon.	5 (Developing).	NA	Manus Province, Manus island.	1300	SVO	Latin script.
llf	Agomes, Luf, Maron	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern, Manus, West	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern Admiralty Islands, Manus, West Manus, West Manus I	Papua New Guinea	NA	10 (Extinct).	NA	Western Manus Province, Hermit Islands, Luf and Maron islands.	0	NA	Unwritten.
llg	"Ba'a, Ba\""a, Central Rote, Loleh, Rote, Rote Tengah, Roti, Rotinese"	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Timor-Babar, Nuclear Timor, Rote	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Timoric A, Western Timoric A, Rotinese	Indonesia (Papua)	Ba'a, North Lole, South Lole. North Lole, na-hina, becomes South Lole, ni-hina.	6a (Vigorous).	Vigorous. All domains. All ages. Also use Kupang [mkn] and Indonesian [ind].	East Nusa Tenggara Province. West central Rote island, from northern coast Ba'a town to south coast. North Lole dialect covers north and central regions of Lole domain.	20000	NA	Latin script.
llh	NA	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Ni-Li-Kazhouish, Lisoid, Unclassified Lisoid	China	NA	8b (Nearly extinct).	Intermarried with Lipo [lpo] (2007). Home, village. All also use Lipo [lpo]; some also use Chinese and Lolopo [ycl] (Bradley 2007).	Yunnan Province, Dali prefecture, northeast Binchuan county.	120	NA	NA
lli	Ilaali	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, B, Teke (B.73)	Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Njebe-Mbete-Teke, Teke (B.70), West Teke	Congo	Lexical similarity81% with Tsaayi [tyi], 78% with Tyee [tyx].	6b (Threatened).	NA	Lekoumou Region, south of Komono.	2100	NA	Latin script.
llj	Acaxee, Laci-Laci, Ladji-Ladji, Laitchi-Laitchi, Laitu, Laitu-Laitu, Latja Latji, Latjalatji, Latje Latje, Latjilatji, Latjoo-Latjoo, Latyoo-Latyoo, Ledjiledji, Ledji-Ledji, Leitch-Leitchi, Litchoo-Litchoo, Litchy-Litchy, Lutchye-Lutchye	Australian, Pama-Nyungan, Kulin	NA	Australia	NA	10 (Extinct).	NA	Victoria State.	0	NA	Unwritten.
llk	NA	Austronesian, Malayo-Polynesian, North Borneo, North Sarawakan, Berawan-Lower Baram, Lower Baram, Central, B	Austronesian, Nuclear Austronesian, Malayo-Polynesian, North Borneo Malayo-Polynesian, North Sarawakan, Berawan-Lower Baram, Lower Baram, Central Lower Baram, Central Lower Baram B	Malaysia (Peninsular)	Related to Narom [nrm].	10 (Extinct).	Shifted to Central Berawan [zbc].	Sarawak, Long Teru and Sungai Bunen at Loagan Bunut lake, on Tinjar river.	0	NA	Unwritten.
lll	Ngaimbom	Torricelli, Monumbo	Bogia	Papua New Guinea	NA	6a (Vigorous).	NA	Madang Province, Bogia district.	450	NA	NA
llm	NA	Austronesian, Malayo-Polynesian, Celebic, Eastern, Southeastern, Muna-Buton, Nuclear Muna-Buton, Buton, East Buton	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Celebic, Eastern Celebic, Southeastern Celebic, Muna-Buton, Nuclear Muna-Buton, Butonic, East Buton	Indonesia (Papua)	Lexical similarity68% with Kamaru [kgx], 64% with Cia-Cia [cia], 48% with Tukang Besi North [khc], 49% with Tukang Besi South [bhq], 51% with Pancana [pnp], 50% with Wolio [wlo] and Muna [mnb].	6b (Threatened).	NA	Southeast Sulawes Province, Lasalimu subdistrict, Lasalimu and Malaoge villages. Buton island, southeast; Lasalima town area.	1700	NA	NA
lln	NA	Afro-Asiatic, Chadic, East, A, A.2, 1	Afro-Asiatic, Chadic, East Chadic, East Chadic A, East Chadic A.2, East Chadic A.2 1	Chad	NA	5 (Developing).	Vigorous.	Tandjil\'e Region, Tandjil\'e Ouest department, south of K\'elo.	26000	NA	Latin script.
llo	Klor, Lor	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Katuic, East Katuic, Ngeq-Nkriang	Austroasiatic, Katuic, Ta'oihic, Ngeqic	Laos	Most similar to Ngeq [ngt].	6b (Threatened).	People tending toward Lao [lao] use (2011).	Saravan Province, Laongam district, south of Ir and Ong.	6000	NA	NA
llp	Nakanamanga	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Central Vanuatu	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, North and Central Vanuatu, Central Vanuatu, Epi-Efate, Efate, North Efatic	Vanuatu	Buninga, Emau, Livara, Nguna (Guna, Ngunese, Tongoa), Paunangis, Sesake.	5 (Developing).	Livara dialect is extinct.	North Efate island, Nguna, Tongoa, and several smaller islands, southeast Epi.	9500	SVO (for Nguna)	Latin script.
llq	NA	Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, Gorontalo-Mongondow, Gorontalic	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Greater Central Philippine, Gorontalo-Mongondow, Mongondowic, Mongondow-Lolak	Indonesia (Papua)	Structurally related to Gorontalo [gor], but with heavy lexical borrowing from Mongondow [mog]. Lexical similarity79% with Mongondow [mog], 66% with Ponosakan [pns], 63% with Kaidipang [kzp].	8b (Nearly extinct).	Children mostly or exclusively use Indonesian [ind] (1990). Also use Indonesian [ind] or Mongondow [mog].	North Sulawesi Province, Bolaang Mongondow regency, Lolak subdistrict, Lolak, Mongkoinit, and Motabang villages. Inland area watershed of lower Mongodow river.	3000	NA	NA
lls	NA	Deaf sign language	Deaf Sign Language	Lithuania	NA	6a (Vigorous).	NA	NA	NA	NA	NA
llu	NA	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, Malaita, Northern	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Southeast Solomonic, Longgu-Malaita-Makira, Malaita-Makira, Malaita, Central-Northern Malaita	Solomon Islands	Dai (Ndai), Lau, Suafa.	5 (Developing).	NA	Northeast Malaita island.	16900	SVO	Latin script.
llx	Lau	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, East Fijian	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central Pacific linkage, Tokelau-Fijian, East Fijian	Fiji	Lau, Vanua Balavu. Middle East Fijian dialect chain; a subgroup of dialects. Similarities to Bau Fijian; may be inherently intelligible with it.	6a (Vigorous).	NA	Eastern islandsLau, Nayau, Lakeba, Oneata, Moce, Komo, Namuka, Kabara, Vulaga, Ogea and Vatoa.	16000	NA	NA
lly	NA	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central	Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Ni-Li-Kazhouish, Lisoid, Nuclear Lisoid, Lisu-Laluba-Lavu, Laluba-Lavu, Lalo	China	NA	NA	NA	Yangliu, Chashan, and Yuzhu villages, Yangliu District, Longyang Area, Baoshan City, Yunnan Province.	7000	NA	NA
lma	Yimba, Yumba	Niger-Congo, Atlantic-Congo, Atlantic, Southern, Limba	Atlantic-Congo, Limba	Guinea, Sierra Leone	Northern Limba (Ke-Woya-Yaka, Warawara).	6a (Vigorous).	NA	Also in Sierra Leone.	4000	NA	NA
lmb	Lametin	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, North and Central Vanuatu, Northern Vanuatu, Espiritu Santo, Central Santo, Tiale-Merei-Navut	Vanuatu	Winiv.	6b (Threatened).	Most key domains. Used by 60% of children. Positive attitudes. Men and school children also use Bislama [bis].	Central Santo, north of Morouas, between Lape and Ora rivers.	400	NA	NA
lmc	Manadja, Minitji	Australian, Limilngan-Wulna	Limilngan	Australia	NA	10 (Extinct).	NA	Northern Territory, Arnhem Land, Mary River to west Alligator river, coast and inland.	0	NA	NA
lmd	Kuku-Lumun, Lomon	Niger-Congo, Kordofanian, Talodi, Talodi Proper, Tocho	Narrow_Talodi, Tochoic	Sudan	NA	4 (Educational).	Positive attitudes. Also use Sudanese Spoken Arabic [apd].	South Kordofan State, Limon hills, Toromathan, To'ri, and Canya'ru villages.	30000	NA	Latin script.
lme	'Kado' , Ka'do Pev\'e, Lam\'e, Zime	Afro-Asiatic, Chadic, Masa	Afro-Asiatic, Chadic, Masa, South Masa	Cameroon, Chad	Dari, Doe (Dou\'e), Lam\'e. Related to Herd\'e [hed] and Nget\'e [nnn] with differences in phonology, grammar, and ethnic attitudes.	5 (Developing).	NA	Southwest, Mayo-Kebbi Ouest Region, Lam\'e is center. Also in Cameroon.	30000	NA	NA
lmf	NA	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Bima-Lembata	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Flores-Lembata, Sika-Lamaholot, Lamaholotic, Lamaholot Tengah, Levukaic	Indonesia (Papua)	NA	6a (Vigorous).	Also use Lamaholot [slp].	East Nusa Tenggara Province. South Lembata island, between Lamalera [lmr] and Lamatuka [lmq] language areas.	7000	NA	NA
lmg	Akiuru, Mulakaino	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Southwest New Britain, Bibling	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Ngero-Vitiaz linkage, Vitiaz linkage, Southwest New Britain linkage, Bibling	Papua New Guinea	Ibanga (Ivanga), Lomogai, Musen, Paret, Pulie-Rauto (Rauto, Roto).	5 (Developing).	NA	West New Britain Province, northwest interior, 2 regions on south coast.	3650	NA	Latin script.
