language	glottocode	iso
Tela-Masbuar	tela1241	tvm
Telefol	tele1256	tlf
Telugu	telu1262	tel
Teluti	telu1263	tlt
Tem	temm1241	kdh
Temascaltepec Nahuatl	tema1239	nhv
Tembey	temb1278	NA
Tembo (Kitembo)	temb1270	tbt
Teme	teme1252	tdo
Temein	nucl1339	teq
Temi	temi1247	soz
Temiar	temi1246	tea
Temoaya Otomi	temo1245	ott
Temoq	temo1243	tmo
Tempasuk Dusun	temp1235	tdu
Temuan	temu1239	tmw
Tena Lowland Quichua	tena1240	quw
Tenango Otomi	tena1241	otn
Tenetehara	temb1276	tqb
Tenggarong Kutai Malay	teng1267	vkt
Tengger	teng1272	tes
Tengou-Togo Dogon	tene1248	dtk
Tenharim	tenh1241	pah
Tenino	teni1238	tqn
Tenis	teni1244	tns
Tennet	tenn1246	tex
Teojomulco Chatino	teoj1234	NA
Teop	teop1238	tio
Teor	teor1240	tev
Tep	tepp1235	NA
Tepecano	tepe1278	tep
Tepetotutla Chinantec	tepe1279	cnt
Tepeuxila Cuicatec	tepe1280	cux
Tepinapa Chinantec	tepi1241	cte
Tepo Krumen	tepo1239	ted
Tequistlateco Chontal	tequ1245	NA
Ter Sami	ters1235	sjt
Tera	tera1251	ttr
Terebu	tere1276	trb
Terei	tere1278	buo
Terena-Kinikinao-Chane	tere1279	ter
Teressa	tere1272	tef
Tereweng	tere1277	twg
Teribe	teri1250	tfr
Terik	teri1244	tec
Termanu	term1237	twu
Ternate	tern1247	tft
Ternateño	tern1248	tmg
Tesaka Malagasy	tesa1236	tkg
Tese	tese1238	keg
Teshenawa	tesh1239	twc
Teso	teso1249	teo
Tetela	tete1250	tll
Tetelcingo Nahuatl	tete1251	nhg
Tetete	tete1252	teb
Tetserret	tets1235	NA
Tetum	tetu1245	tet
Tetun Dili	tetu1246	tdt
Teushen	teus1236	NA
Teutila Cuicatec	teut1235	cut
Tewe	tewe1238	twx
Texcatepec Otomi	texc1235	otx
Texistepec Popoluca	texi1237	poq
Texmelucan Zapotec	texm1235	zpz
Tezoatlan Mixtec	tezo1238	mxb
Tha	thaa1239	thy
Thachanadan	thac1235	thn
Thado Chin	thad1238	tcz
Thai Sign Language	thai1240	tsq
Thai Song	thai1259	soa
Thai	thai1261	tha
Thakali	thak1245	ths
Thangal Naga	than1255	nki
Thangmi	than1259	thf
Thao	thao1240	ssf
Tharaka	thar1283	thk
Thavung	aheu1239	thm
Thayore	thay1249	thd
Thaypan	thay1248	typ
The	thee1240	thx
Theen	thee1239	NA
Thiin	thii1234	iin
Tho	thoo1240	tou
Thompson	thom1243	thp
Thopho	thop1236	ytp
Thou-Kathu	kath1251	ykt
Thracian	thra1250	txh
Thu Lao	thul1247	tyl
Thudam	thud1238	thw
Thulung	thul1246	tdh
Thurawal	thur1254	tbh
Thuri	thur1255	thu
Tiagbamrin Aizi	tiag1235	ahi
Tiale	tial1239	mnl
Tiang	tian1237	tbj
Tibea	tibe1274	ngy
Tibetan Sign Language	tibe1277	NA
Tibetan	tibe1272	bod
Tichurong	tich1238	tcn
Ticuna	ticu1245	tca
Tidaa Mixtec	tida1235	mtx
Tidikelt-Tuat Tamazight	tidi1241	tia
Tidore	tido1248	tvo
Tiefo-Daramandugu	tief1242	tiq
Tiefo-Nyafogo-Numudara	tief1244	NA
Tiemacewe Bozo	tiem1235	boo
Tiene	tien1242	tii
Tifal	tifa1245	tif
Tigak	tiga1245	tgc
Tigon Mbembe	tigo1236	nza
Tigre	tigr1270	tig
Tigrinya	tigr1271	tir
Tii	tiii1241	txq
Tijaltepec Mixtec	tija1235	xtl
Tijuana Sign Language	tiju1234	NA
Tikar	tika1246	tik
Tikhak	tikh1243	NA
Tikopia	tiko1237	tkp
Tilapa Otomi	tila1239	otl
Tillamook	till1254	til
Tilquiapan Zapotec	tilq1235	zts
Tilung	tilu1238	tij
Tima	tima1241	tms
Timbe	timb1251	tim
Timne	timn1235	tem
Timor Pidgin	timo1258	tvy
Timote-Cuica	timo1237	NA
Timucua	timu1245	tjm
Timugon Murut	timu1262	tih
Tinani	tina1246	lbf
Tindi	tind1238	tin
Tingal	ting1253	tie
Tingui-Boto	ting1238	tgv
Tinigua	tini1245	tit
Tinputz	tinp1237	tpz
Tina Sambal	tina1248	xsb
Tipai	kumi1248	dih
Tippera	tipp1239	tpe
Tira	tira1254	tic
Tirahi	tira1253	tra
Tiranige Diga Dogon	tira1258	tde
Tirax	maee1241	mme
Tiri-Mea	tiri1258	cir
Tirma-Chai	suri1267	suq
Tiruray	tiru1241	tiy
Tita	tita1240	tdq
Titan	tita1241	ttv
Tiv	tivv1240	tiv
Tiverighotto	tive1236	NA
Tiwa (India)	tiwa1253	lax
Tiwi	tiwi1244	tiw
Tieyaxo Bozo	tiey1235	boz
Tjurruru	tjur1240	tju
Tlachichilco Tepehua	tlac1235	tpt
Tlacoapa Me'phaa	tlac1237	tpl
Tlacoatzintepec Chinantec	tlac1239	ctl
Tlacolulita Zapotec	tlac1240	zpk
Tlahuitoltepec Mixe	tlah1239	mxp
Tlalitzlipa Nahuatl	tlal1234	nhj
Tlamacazapa Nahuatl	tlam1239	nuz
Tlaxcala-Puebla-Central Nahuatl	cent2132	nhn
Tlazoyaltepec Mixtec	tlaz1235	mqh
Tlingit	tlin1245	tli
To	tooo1238	toz
To'abaita	toab1237	mlu
Toala'	toal1234	tlz
Toaripi	toar1246	tqo
Toba	toba1269	tob
Toba-Maskoy	toba1268	tmf
Tobagonian Creole English	toba1282	tgh
Tobanga	toba1280	tng
Tobati	toba1266	tti
Tobelo	tobe1252	tlb
Tobian	tobi1238	tox
Tobilung	tobi1239	tgb
Tocantins Asurini	toca1235	asu
Tocho	toch1257	taz
Toda	toda1252	tcx
Todrah	todr1244	tdr
Tofanma	tofa1246	tlg
Tofin Gbe	tofi1235	tfi
Togbo-Vara Banda	togb1241	tor
Togoyo	togo1252	tgy
Tohono O'odham	toho1245	ood
Tojolabal	tojo1241	toj
Tok Pisin	tokp1240	tpi
Toka-Leya-Dombe	domb1246	dov
Tokano	toka1244	zuh
Tokelau	toke1240	tkl
Tokharian A	tokh1242	xto
Tokharian B	tokh1243	txb
Toku-No-Shima	toku1246	tkn
Tol	toll1241	jic
Tolai-Nakanai-Trade	tola1236	NA
Tolaki	tola1247	lbw
Tolomako	tolo1255	tlm
Tolowa-Chetco	tolo1259	tol
Toma	toma1245	tod
Tomadino	toma1248	tdi
Tombelala	tomb1245	ttp
Tombidi	tomb1246	NA
Tombonuo	tomb1244	txa
Tombulu	tomb1243	tom
Tomedes	tome1239	toe
Tomini	tomi1243	txm
Tommo-Donno So Dogon	donn1238	dds
Tomo Kan Dogon	tomo1243	dtm
Tomoip	tomo1244	tqp
Tomyang	tomy1239	tmx
Tondano	tond1251	tdn
Tondi Songway Kiini	tond1249	tst
Tonga (Nyasa)	tong1321	tog
Tonga (Thailand)	tong1308	tnz
Tonga (Tonga Islands)	tong1325	ton
Tonga (Zambia)	tong1318	toi
Tongva	tong1329	NA
Tongwe	tong1320	tny
Tonjon	tonj1246	tjn
Tonkawa	tonk1249	tqw
Tonsawang	tons1239	tnw
Tonsea	tons1240	txs
Tontemboan	tont1239	tnt
Tooro	toor1238	ttj
Topoiyo	topo1243	toy
Toposa	topo1242	toq
Toraja-Sa'dan	tora1261	sda
Toram	tora1267	trj
Torau	tora1259	ttu
Tornedalen Finnish	torn1244	fit
Toro So Dogon	toro1252	dts
Toro Tegu Dogon	toro1253	dtt
Toro	toro1249	tdv
Toromono	toro1255	tno
Torona	toro1251	tqr
Torres Strait Creole	torr1261	tcs
Torwali	torw1241	trw
Tora	tora1263	trz
Tosu	tosu1234	NA
Totela	tote1238	ttl
Toto	toto1302	txo
Totoli	toto1304	txe
Totomachapan Zapotec	toto1308	zph
Totontepec Mixe	toto1305	mto
Totoro	toto1306	ttk
Touo	touo1238	tqu
Toura (Cote d'Ivoire)	tour1242	neb
Toura (Papua New Guinea)	tour1243	don
Towa	jeme1245	tow
Towei	towe1240	ttn
Trading Eleman	hiri1235	NA
Trading Koriki	hiri1236	NA
Transalpine Gaulish	tran1282	xtg
Traveller Danish	trav1237	rmd
Traveller Norwegian	trav1236	rmg
Traveller Scottish	trav1235	trl
Tregami	treg1243	trm
Tremembe	trem1235	tme
Trieng	trie1243	stg
Trimuris	trim1239	tip
Tring	trin1273	tgq
Tringgus-Sembaan Bidayuh	trin1271	trx
Trinidad and Tobago Sign Language	trin1277	lst
Trinidadian Creole English	trin1276	trf
Trinitario	trin1274	trn
Trio	trio1238	tri
Truka	truk1242	tka
Trumai	trum1247	tpy
Ts'ixa	tsix1234	NA
Ts'un-Lao	tsun1242	tsl
Tsaangi	tsaa1242	tsa
Tsafiki	colo1256	cof
Tsakhur	tsak1249	tkr
Tsakonian	tsak1248	tsd
Tsamai	tsam1247	tsb
Tsat	tsat1238	huq
Tsaukambo	tsak1250	kvz
Tseku	tsek1238	tsk
Tsetsaut	tset1236	txc
Tsez	dido1241	ddo
Tshangla	tsha1245	tsj
Tshobdun	tsho1240	NA
Tsikimba	tsik1238	kdl
Tsimihety Malagasy	tsim1257	xmw
Tso	tsoo1241	ldp
Tsoa	tsoa1238	hio
Tsogo	tsog1243	tsv
Tsonga	tson1249	tso
Tsotsitaal	tsot1242	fly
Tsotso	tsot1241	lto
Tsou	tsou1248	tsu
Tsum	tsum1240	ttz
Tsuvadi	tsuv1239	tvd
Tsuvan	tsuv1243	tsh
Tswa	tswa1255	tsc
Tswana	tswa1253	tsn
Tswapong	tswa1237	two
Tu	tuuu1240	mjg
Tualatin-Yamhill	tual1242	nrt
Tuamotuan	tuam1242	pmt
Tubar	tuba1279	tbu
Tucano	tuca1252	tuo
Tugen	tuge1241	tuy
Tugun	tugu1245	tzn
Tugutil	tugu1246	tuj
Tukang Besi North	tuka1248	khc
Tukang Besi South	tuka1249	bhq
Tuki	tuki1240	bag
Tukpa	tukp1239	tpq
Tukudede	tuku1254	tkd
Tukumanfed	tuku1240	tkf
Tula	tula1252	tul
Tule-Kaweah Yokuts	tule1245	NA
Tulehu	tule1244	tlu
Tulishi	tuli1249	tey
Tulu	tulu1258	tcy
Tulu-Bohuai	tulu1259	rak
Tuma-Irumu	tuma1250	iou
Tumak	tuma1260	tmc
Tumari Kanuri	tuma1248	krt
Tumbuka	tumb1250	tum
Tumi	tumi1238	kku
Tumleo	tuml1238	tmq
Tumshuqese	tums1237	xtq
Tumtum	tumt1243	tbr
Tumulung Sisaala	tumu1242	sil
Tumzabt	tumz1238	mzb
Tundra Enets	tund1254	enh
Tundra Nenets	nene1249	yrk
Tunen (Retired)	tune1241	baz
Tunen	tune1261	tvu
Tungag	tung1290	lcm
Tunggare	tung1293	trt
Tunia	tuni1251	tug
Tunica	tuni1252	tun
Tunisian Arabic	tuni1259	aeb
Tunisian Sign Language	tuni1249	tse
Tunisian-Zuwara Berber	tuni1262	NA
Tunjung	tunj1244	tjg
Tunni	tunn1238	tqq
Tunumiisiut	tunu1234	NA
Tunzu	tunz1235	dza
Tuotomb	tuot1238	ttf
Tupari	tupa1250	tpr
Tupinamba	tupi1273	tpn
Tupinikin	tupi1272	tpk
Tupuri	tupu1244	tui
Tupi	tupi1274	tpw
Turaka	tura1265	trh
Turi	turi1246	trd
Turiwara	turi1247	twt
Turka	turk1306	tuz
Turkana	turk1308	tuv
Turkic Khalaj	turk1303	klj
Turkish Sign Language	turk1288	tsm
Turkish	nucl1301	tur
Turkmen	turk1304	tuk
Turks And Caicos Creole English	turk1310	tch
Turku	turk1244	NA
Turoyo	turo1239	tru
Turumsa	turu1250	tqm
Turung	turu1249	try
Tuscarora	tusc1257	tus
Tushan Names	tush1243	NA
Tutelo	tute1247	tta
Tutong 1	tuto1242	ttx
Tutong	tuto1241	ttg
Tutsa Naga	tuts1235	tvt
Tutuba	tutu1241	tmi
Tututepec Mixtec	tutu1243	mtu
Tututni	tutu1242	tuu
Tuvalu	tuva1244	tvl
Tuvinian	tuvi1240	tyv
Tuwali Ifugao	tuwa1243	ifk
Tuwari	tuwa1242	tww
Tuwuli	tuwu1238	bov
Tuxinawa	tuxi1238	tux
Tuxa	tuxa1239	tud
Tuyuca	tuyu1244	tue
Twana	twan1247	twa
Twents	twen1241	twd
Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit	tyan1235	NA
Tyap	tyap1238	kcg
Tyaraity	tyar1236	woa
Tz'utujil	tzut1248	tzj
Tz'utujil, Western	tzut1249	tzt
Tzeltal	tzel1254	tzh
Tzeltal, Bachajon	tzel1255	tzb
Tzotzil	tzot1259	tzo
Tzotzil, Chamula	tzot1262	tzc
Tzotzil, Chenalho	tzot1263	tze
Tzotzil, Huixtan	tzot1261	tzu
Tzotzil, San Andres Larrainzar	tzot1260	tzs
Tzotzil, Zinacantan	tzot1264	tzz
Tay Sa Pa	tays1238	tys
Tay Tac	tayt1241	tyt
Tay	tayy1238	tyz
Teen	teen1242	lor
Tubatulabal	tuba1278	tub
U	uuuu1243	uuu
Uab Meto	uabm1237	aoz
Uainuma-Mariate	uain1239	NA
Uamue	uamu1236	uam
Uare	uare1241	ksj
Ubaghara	ubag1245	byc
Ubang	uban1243	uba
Ubi	ubii1238	ubi
Ubir	ubir1237	ubr
Ubykh	ubyk1235	uby
Ucayali-Yurua Asheninka	ucay1237	cpb
Uda	udaa1238	uda
Udi	udii1243	udi
Udihe	udih1248	ude
Udmurt	udmu1245	udm
Uduk	uduk1239	udu
Ufim	ufim1240	ufi
Ugandan Sign Language	ugan1238	ugn
Ugaritic	ugar1238	uga
Ughele	ughe1237	uge
Ugong	ugon1239	ugo
Uhami	uham1238	uha
Uighur	uigh1240	uig
Uirina	uiri1238	NA
Uisai	uisa1238	uis
Ujir	ujir1237	udj
Ukaan	ukaa1243	kcf
Ukhwejo	ukhw1241	ukh
Ukit	ukit1237	umi
Ukpe-Bayobiri	ukpe1247	ukp
Ukpet-Ehom	ukpe1249	akd
Ukrainian Sign Language	ukra1235	ukl
Ukrainian	ukra1253	ukr
Ukue	ukue1238	uku
Ukuriguma	ukur1240	ukg
Ukwa	ukwa1238	ukq
Ukwuani-Aboh-Ndoni	ukwu1241	ukw
Ulau-Suain	ulau1237	svb
Ulch	ulch1241	ulc
Ulithian	ulit1238	uli
Ullatan	ulla1237	ull
Ulterior-Mixe	ulte1235	NA
Ulukwumi	uluk1257	ulb
Ulumanda'	ulum1237	ulm
Ulwa	ulwa1239	ulw
Uma	umaa1242	ppk
Uma' Lasan	umal1239	xky
Uma' Lung	umal1238	ulu
Umanakaina	uman1240	gdn
Umatilla	umat1237	uma
Umbindhamu	umbi1243	umd
Umbrian	umbr1253	xum
Umbu-Ungu	umbu1258	ubu
Umbugarla	umbu1235	umr
Umbundu	umbu1257	umb
Umbuygamu	umbu1256	umg
Ume Sami	umes1235	sju
Umeda	umed1238	upi
Umiida-Unggarangu	umii1235	NA
Umiray Dumaget Agta	umir1236	due
Umon	umon1238	umm
Umotina	umot1240	umo
Umpila	umpi1239	ump
Una	unaa1239	mtg
Unami	unam1242	unm
Uncunwee	ghul1238	ghl
Unde Kaili	unde1235	unz
Uneapa	unea1237	bbn
Uneme	unem1238	une
Unggumi	ungg1243	xgu
Unserdeutsch	unse1236	uln
Unua	unua1237	onu
Unubahe	unub1234	unu
Uokha	uokh1238	uok
Upper Baram Kenyah	uppe1459	ubm
Upper Chehalis	uppe1439	cjh
Upper Grand Valley Dani	uppe1430	dna
Upper Guinea Crioulo	uppe1455	pov
Upper Kinabatangan	uppe1427	dmg
Upper Kuskokwim	uppe1438	kuu
Upper Necaxa Totonac	uppe1275	tku
Upper Riverland	uppe1415	NA
Upper Saxon	uppe1400	sxu
Upper Sorbian	uppe1395	hsb
Upper Ta'oih	uppe1406	tth
Upper Tanana	uppe1437	tau
Upper Tanudan Kalinga	uppe1424	kgh
Upper Taromi	uppe1235	tov
Upper Umpqua	uppe1436	NA
Ura (Papua New Guinea)	urap1240	uro
Ura (Vanuatu)	urav1235	uur
Uradhi	urad1239	urf
Urak Lawoi'	urak1238	urk
Urali	ural1274	url
Urapmin	urap1239	urm
Urarina	urar1246	ura
Urartian	urar1245	xur
Urat	urat1244	urt
Urdu	urdu1245	urd
Urhobo	urho1239	urh
Uri	urii1240	uvh
Urigina	urig1240	urg
Urim	urim1252	uri
Urimo	urim1251	urx
Uripiv-Wala-Rano-Atchin	urip1239	upv
Urningangg	urni1239	urc
Uru	uruu1244	ure
Uru-Eu-Wau-Wau	urue1240	urz
Uru-Pa-In	urup1235	urp
Uruangnirin	urua1244	urn
Uruava	urua1242	urv
Urubu-Kaapor Sign Language	urub1243	uks
Urubu-Kaapor	urub1250	urb
Urucucus	uruc1243	NA
Uruguayan Sign Language	urug1238	ugy
Urum	urum1249	uum
Urumi	urum1250	uru
Urupa	urup1245	NA
Usaghade	usag1244	usk
Usan	usan1239	wnu
Usarufa	usar1243	usa
Ushojo	usho1238	ush
Usila Chinantec	usil1237	cuc
Usku	usku1243	ulf
Uspanteco	uspa1245	usp
Usui	usui1238	usi
Usun Apau Kenyah	main1275	xkl
Ut-Main	kagf1238	gel
Utarmbung	utar1238	omo
Ute-Southern Paiute	utes1238	ute
Utu	utuu1240	utu
Uvbie	uvbi1238	evh
Uwinymil	uwin1234	NA
Uya	uyaa1238	usu
Uzbeki Arabic	uzbe1248	auz
Uzekwe	uzek1238	eze
Vaagri Booli	vaag1238	vaa
Vaal-Orange	vaal1235	gku
Vach-Vasjugan	fare1244	NA
Vaeakau-Taumako	pile1238	piv
Vafsi	vafs1240	vaf
Vaghat-Ya-Bijim-Legeri	vagh1247	bij
Vaghri	vagh1246	vgr
Vaghua	vagh1249	tva
Vagla	vagl1239	vag
Vai	vaii1241	vai
Vaiphei	vaip1239	vap
Vale	vale1250	vae
Valencian Sign Language	vale1251	vsv
Valle Nacional Chinantec	vall1253	cvn
Valley Maidu	vall1252	vmv
Valpei	valp1237	vlp
Vamale	vama1243	mkt
Vame	vame1236	mlr
Vangunu	vang1243	mpr
Vanimo	vani1248	vam
Vano	vano1237	vnk
Vanuma	vanu1242	vau
Vao	vaoo1237	vao
Varhadi-Nagpuri	varh1239	vah
Varisi	vari1239	vrs
Varli	varl1238	vav
Vasavi	vasa1239	vas
Vatrata	vatr1237	vlr
Vazimba	vazi1234	NA
Veddah	vedd1240	ved
Vehes	vehe1237	val
Veluws	velu1238	vel
Vemgo-Mabas	vemg1240	vem
Venda	vend1245	ven
Venetian	vene1258	vec
Venetic	vene1257	xve
Venezuelan Sign Language	vene1237	vsl
Vengo	veng1238	bav
Ventureño	vent1242	veo
Veps	veps1250	vep
Vera'a	vera1241	vra
Vere Kaadam	vere1252	NA
Vidunda	vidu1238	vid
Viemo	viem1243	vig
Vietnamese	viet1252	vie
Vilela	vile1241	vil
Vili	vili1238	vif
Vili of Ngounie	vili1239	NA
Villa Viciosa Agta	vill1242	dyg
Vincentian Creole English	vinc1243	svc
Vinza	vinz1238	vin
Virgin Islands Creole English	virg1240	vic
Vishavan	vish1243	vis
Viti	viti1241	vit
Vitou	vito1235	vto
Vivti	vivt1234	NA
Viya	eviy1235	gev
Vlaams	vlaa1240	vls
Vlaamse Gebarentaal	vlaa1235	vgt
Vlax Romani	vlax1238	rmy
Vono	vono1238	kch
Vori	suru1258	sde
Voro	voro1240	vor
Votic	voti1245	vot
Vumbu	vumb1238	vum
Vunapu	vuna1239	vnp
Vunjo	vunj1238	vun
Vuras	vure1239	msn
Vute	vute1244	vut
Vwanji	vwan1235	wbi
Voro	sout2679	vro
WW2 Pidgin German	ww2p1234	NA
Wa'ema	waem1237	wag
Wa'ikhana	pira1254	pir
Waama	waam1244	wwa
Waamwang	waam1236	wmn
Waata	waat1238	ssn
Wab	wabb1237	wab
Wabo	wabo1240	wbb
Waboda	wabo1241	kmx
Waci Gbe	waci1239	wci
Wadaginam	wada1263	wdg
Waddar	wadd1237	wbq
Wadiyara Koli	wadi1248	kxp
Wadjiginy	wadj1254	wdj
Wadjigu	wadj1255	wdu
Waffa	waff1241	waj
Wagawaga (Retired)	waga1262	wgw
Wagawaga	waga1268	wgb
Wagaya	waga1260	wga
Wagdi	wagd1238	wbr
Wageman	wage1238	waq
Wagi (Papua New Guinea)	wagi1249	fad
Wagu	wagu1234	NA
Wahau Kayan	waha1239	whu
Wahgi	nucl1620	wgi
Waigali	waig1243	wbk
Waigeo	waig1244	wgo
Wailaki	wail1244	wlk
Waima	waim1251	rro
Waima'a	waim1252	wmh
Waimaha	waim1255	bao
Waimiri-Atroari	waim1253	atr
Waioli	waio1238	wli
Waiwai	waiw1244	waw
Waja	waja1259	wja
Wajarri	waja1257	wbv
Waka	waka1275	wav
Wakabunga	waka1282	wwb
Wakawaka	waka1274	wkw
Wakde	wakd1237	wkd
Wakhi	wakh1245	wbl
Wakona	wako1235	waf
Wala	wala1266	lgl
Walak	wala1269	wlw
Walangama	wala1263	NA
Wali (Ghana)	wali1263	wlx
Wali (Sudan)	wali1262	wll
Waling	wali1261	wly
Walio	nucl1453	wla
Wallisian	wall1257	wls
Walloon	wall1255	wln
Walmajarri	walm1241	wmt
Walman	valm1241	van
Walo Kumbe Dogon	walo1239	dwl
Walser	wals1238	wae
Walungge	walu1241	ola
Wamas	wama1247	wmc
Wambaya	wamb1258	wmb
Wambon	wamb1259	wms
Wambule	wamb1257	wme
Wamey	wame1240	cou
Wamin	wami1239	wmi
Wampano	wamp1250	qyp
Wampanoag	wamp1249	wam
Wampar	wamp1247	lbq
Wampur	wamp1248	waz
Wan	wann1242	wan
Wanambre	wana1269	wnb
Wanap	wana1268	wnp
Wancho Naga	wanc1238	nnp
Wanda	wand1264	wbh
Wandala	wand1278	mfi
Wandamen	wand1267	wad
Wandarang	wand1263	wnd
Wandji	wand1266	wdd
Waneci	wane1241	wne
Wanga	wang1294	lwg
Wangaaybuwan-Ngiyambaa	wang1291	wyb
Wanggamala	wang1289	wnm
Wangganguru	wang1290	wgg
Wanggom	wang1299	wng
Wanman	wanm1242	wbt
Wannu	wann1241	jub
Wano	wano1243	wno
Wantoat	want1252	wnc
Wanukaka	wanu1241	wnk
Wanyam	wany1246	NA
Wanyi	wany1247	wny
Wane	wane1242	hwa
Waorani	waor1240	auc
Wapan	wapa1235	juk
Wapishana	wapi1253	wap
Wappo	wapp1239	wao
War-Jaintia	warj1242	aml
Wara	wara1292	wbf
Warao	wara1303	wba
Warapu	wara1302	wra
Waray (Philippines)	wara1300	war
Waray Sorsogon	wara1299	srv
Wardaman	ward1246	wrr
Warduji	ward1243	wrd
Ware	ware1252	wre
Warekena Velha	ware1255	NA
Warembori	ware1253	wsa
Wares	ware1254	wai
Wari'	wari1268	pav
Waris	wari1266	wrs
Waritai	wari1264	wbe
Wariyangga	wari1262	wri
Warji	warj1253	wji
Warkay-Bipim	wark1247	bgv
Warlmanpa	warl1255	wrl
Warlpiri	warl1254	wbp
Warluwara	warl1256	wrb
Warnang	warn1244	wrn
Waropen	waro1242	wrp
Warray	wara1290	wrz
Warrgamay	warr1255	wgy
Warrnambool	warr1257	NA
Warrwa	warr1258	wwr
Waru	waru1266	wru
Warumungu	waru1265	wrm
Waruna	waru1267	wrv
Warungu	waru1264	wrg
Wasa	wasa1244	wss
Wasco-Wishram	wasc1239	wac
Wasembo	wase1252	gsp
Washo	wash1253	was
Waskia	wask1241	wsk
Wasu	wasu1238	wsu
Watakataui	wata1251	wtk
Watam	wata1253	wax
Wathawurrung	wath1238	wth
Watubela	watu1247	wah
Waura	waur1244	wau
Wauyai	wauy1237	wuy
Wavu-II	wavu1234	NA
Wawa	wawa1246	www
Wawonii	wawo1239	wow
Waxianghua	waxi1236	wxa
Wayampi	waya1270	oym
Wayana	waya1269	way
Wayanad Chetti	waya1264	ctt
Wayoro	wayo1238	wyr
Wayu	wayu1241	vay
Wayumara	wayu1242	NA
Wayuu	wayu1243	guc
Wedau	weda1241	wed
Weh	wehh1238	weh
Welaung	wela1234	weu
Weliki	weli1239	klh
Welsh Romani	wels1246	rmw
Welsh	wels1247	cym
Wemale	nort2864	weo
Weme Gbe	weme1239	wem
Wenro	wenr1236	NA
Were	were1244	wei
Weri	weri1253	wer
Wersing	wers1238	kvw
West !Xoon	xooo1239	NA
West Ambae	west2513	nnd
West Berawan	west2564	zbw
West Central Banda	west2458	bbp
West Central Oromo	west2721	gaz
West Coast Bajau	west2560	bdr
West Damar	west2548	drn
West Greenlandic Eskimo Pidgin	west2864	NA
West Kewa	west2599	kew
West Lembata	west2541	lmj
West Makian	west2600	mqs
West Masela	west2535	mss
West Nyala	west2861	NA
West Tarangan	west2538	txn
West Uvean	west2516	uve
West Yugur	west2402	ybe
West-Central Limba	west2450	lia
Western Abenaki	west2630	abe
Western Algerian Berber	chen1266	cnu
Western Apache	west2615	apw
Western Arrarnta	west2441	are
Western Balochi	west2368	bgn
Western Bolivian Guarani	west2640	gnw
Western Bru	west2397	brv
Western Bukidnon Manobo	west2555	mbb
Western Canadian Inuktitut	west2618	ikt
Western Cham	west2650	cja
Western Coastal Tasmanian	west2205	NA
Western Dani	west2594	dnw
Western Durango Nahuatl	west2778	azn
Western Farsi	west2369	pes
Western Fijian	west2519	wyy
Western Frisian (Retired)	west2863	fri
Western Frisian	west2354	fry
Western Highland Chatino	west2644	ctp
Western Highland Purepecha	west2631	pua
Western Huasteca Nahuatl	west2624	nhw
Western Jicaque	west2777	NA
Western Juxtlahuaca Mixtec	west2643	jmx
Western Karaboro	west2466	kza
Western Katu	west2398	kuf
Western Kayah	west2409	kyu
Western Keres	west2632	kjq
Western Krahn	west2488	krw
Western Lalu	west1506	ywl
Western Lawa	west2396	lcp
Western Lowland Kenyah	long1406	ttw
Western Magar	west2418	mrd
Western Maninkakan	west2500	mlq
Western Mari	west2392	mrj
Western Mashan Hmong	west1507	hmw
Western Meohang	west2422	raf
Western Muria	west2408	mut
Western Neo-Aramaic	west2763	amw
Western Niger Fulfulde	west2454	fuh
Western Ojibwa	west1510	ojw
Western Panjabi	west2386	pnb
Western Pantar	lamm1241	lev
Western Parbate Kham	west2420	kjl
Western Penan	west2563	pne
Western Puroik	west2873	NA
Western Sisaala	west2465	ssl
Western Subanon	west2557	suc
Western Tamang	west2415	tdg
Western Tawbuid	west2559	twb
Western Totonac	west1511	tqt
Western Tunebo	west2651	tnb
Western Victoria	west2443	NA
Western Xiangxi Miao	west2430	mmr
Western Xwla Gbe	west2456	xwl
Western Yiddish	west2361	yih
Western-Kambari-Cishingini	cish1238	asg
Westphalien	west2356	wep
Wewaw	wewa1238	wea
Wewewa	weje1237	wew
Weyto	weyt1237	woy
White Lachi	whit1266	lwh
Whitesands	whit1269	tnp
Wiarumus	wiar1238	tua
Wichita	wich1260	wic
Wichi Lhamtes Guisnay	wich1264	mzh
Wichi Lhamtes Nocten	wich1262	mtp
Wichi Lhamtes Vejoz	wich1263	wlv
Wik-Epa	wike1239	wie
Wik-Iiyanh	wiki1239	wij
Wik-Keyangan	wikk1239	wif
Wik-Me'anha	wikm1246	wih
Wik-Mungkan	wikm1247	wim
Wik-Ngathana	wikn1245	wig
Wikalkan	wika1238	wik
Wikngenchera	wikn1246	wua
Wilawila	wila1240	wil
Winjarumi	winj1235	NA
Wintu	wint1259	wit
Winye	winy1241	kst
Wipi	wipi1242	gdr
Wiradhuri	wira1262	wrh
Wirafed	wira1264	wir
Wirangu	wira1265	wgu
Wirangu-Nauo	wira1260	wiw
Wiru	wiru1244	wiu
Wiyot	wiyo1248	wiy
Wobe-We Northern	weno1238	wob
Woccon	wocc1242	xwc
Wogamusin	woga1249	wog
Wogeo	woge1237	woc
Woi	woii1237	wbw
Woiwurrung	woiw1237	wyi
Wojenaka	woje1238	jod
Wolane	wola1253	wle
Wolani	wola1243	wod
Wolaytta	wola1242	wal
